id,name,lat,lon,staff_email_domain,website,street,postcode,city,state
1159,Krankenhaus St. Camillus,48.2716722,10.4486085,st-camillus.de,www.krankenhaus-st-camillus.de,Dominikus-Ringeisen-Str.,86513,Ursberg,Bayern
1160,ASKLEPIOS Klinik Lindau GmbH,47.5636691,9.6839427,asklepios.com,www.asklepios.com/lindau/,Friedrichshafener Str.,88131,Lindau,Bayern
1161,UKS - Universitätsklinikum des Saarlandes,49.3068447,7.3453577,uks.eu,https://www.uks.eu/,Kirrberger Straße,66421,Homburg,Saarland
1162,Bundeswehrkrankenhaus Berlin,52.5356575,13.3713474,bundeswehr.org,www.berlin.bwkrankenhaus.de,Scharnhorststraße,10115,Berlin,Berlin
1163,DRK Kliniken Berlin Mitte,52.5573634,13.3752281,drk-kliniken-mitte.de,www.drk-kliniken-bln.de,Drontheimer Straße,13359,Berlin,Berlin
1164,Jüdisches Krankenhaus Berlin,52.5554121,13.3703633,jkb-online.de,www.juedisches-krankenhaus.de,Heinz-Galinski-Straße,13347,Berlin,Berlin
1165,Immanuel-Krankenhaus Berlin,52.4194854,13.1640021,immanuel.de,www.immanuel.de,Lindenberger Weg,13125,Berlin,Berlin
1166,DRK Kliniken Berlin Westend,52.5202624,13.2772889,drk-kliniken-westend.de,www.drk-kliniken-bln.de,Spandauer Damm,14050,Berlin,Berlin
1167,Schloßpark-Klinik,52.5222814,13.2897241,schlosspark-Klinik.de,www.schlosspark-klinik.de,Heubnerweg,14059,Berlin,Berlin
1168,Gemeinschaftskrankenhaus Havelhöhe gGmbH,52.4621451,13.16295,havelhoehe.de,www.havelhoehe.de,Kladower Damm,14089,Berlin,Berlin
1169,Evangelisches Krankenhaus Hubertus,52.4308731,13.219448,ekh-berlin.de,www.ekh-berlin.de,Spanische Allee,14129,Berlin,Berlin
1170,Helios Klinikum Emil von Behring,52.4227073,13.2541807,helios-kliniken.de,www.helios-kliniken.de,Walterhöferstraße,14165,Berlin,Berlin
1171,Kliniken im Theodor-Wenzel-Werk,52.4226335,13.2052083,tww-berlin.de,www.tww-berlin.de,Kamenzer Damm,12249,Berlin,Berlin
1172,Krankenhaus Waldfriede,52.4445001,13.2398662,waldfriede.de,www.waldfriede.de,Argentinische Allee,14163,Berlin,Berlin
1173,DRK Kliniken Berlin Köpenick,52.4401114,13.5957269,drk-kliniken-koepenick.de,www.drk-kliniken-bln.de,Salvador-Allende-Straße,12559,Berlin,Berlin
1174,Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,52.5274171,13.5095087,keh-berlin.de,www.keh-berlin.de,Reichenberger Straße,13055,Berlin,Berlin
1175,Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,52.5274171,13.5095087,keh-berlin.de,www.keh-berlin.de,Weißenseer Weg,10369,Berlin,Berlin
1176,ASKLEPIOS Fachklinikum Brandenburg,52.4230806,12.4800832,asklepios.com,www.lk-brandenburg.brandenburg.de,Klingenbergstraße,14770,Brandenburg an der Havel,Brandenburg
1177,Immanuel Klinikum Bernau Herzzentrum Brandenburg,52.6831766,13.5826611,immanuel.de,www.immanuel.de,Ladeburger Straße,16321,Bernau bei Berlin,Brandenburg
1178,Evangelisches Krankenhaus Luckau gGmbH,51.8537283,13.7032263,ekh-luckau.de,www.ekh-luckau.de,Berliner Straße,15926,Luckau (NL),Brandenburg
1179,ASKLEPIOS Fachklinikum Teupitz,52.1312228,13.6178994,asklepios.com,www.landesklinikteupitz.de,Buchholzer Straße,15755,Teupitz,Brandenburg
1180,Städtisches Krankenhaus Eisenhüttenstadt GmbH,52.1412034,14.6250877,khehst.de,www.khehst.de,Friedrich-Engels-Straße,15890,Eisenhüttenstadt,Brandenburg
1181,Krankenhaus Spremberg,51.5652149,14.3739244,krankenhaus-spremberg.de,www.krankenhaus-spremberg.de,Karl-Marx-Straße,03130,Spremberg (NL),Brandenburg
1182,ASKLEPIOS Klinikum Uckermark GmbH,53.0528981,14.275875,asklepios.com,www.asklepios.com/schwedt,Am Klinikum,16303,Schwedt/Oder,Brandenburg
1183,Universitätsmedizin Rostock,54.084638,12.1028392,uni-rostock.de,www.med.uni-rostock.de,Goethestraße,18055,Rostock,Mecklenburg-Vorpommern
1184,Universitätsmedizin Rostock,54.084638,12.1028392,uni-rostock.de,www.med.uni-rostock.de,Schillingallee,18055,Rostock,Mecklenburg-Vorpommern
1185,Universitätsmedizin Rostock,54.084638,12.1028392,uni-rostock.de,www.med.uni-rostock.de,Südring,18059,Rostock,Mecklenburg-Vorpommern
1186,Helios Kliniken Schwerin,53.6515139,11.4085471,helios-gesundheit.de,www.helios-gesundheit.de,Wismarsche Straße,19055,Schwerin,Mecklenburg-Vorpommern
1187,Helios Hanseklinikum Stralsund GmbH,54.3284936,13.0814709,helios-gesundheit.de,www.helios-gesundheit.de,Knieperdamm,18435,Stralsund,Mecklenburg-Vorpommern
1188,Sana HANSE-Klinikum Wismar GmbH,53.8844672,11.4385667,sana.de,www.sana.de,Dr.-Unruh-Straße,23970,Wismar,Mecklenburg-Vorpommern
1189,Evangelisches Krankenhaus Bethanien gGmbH,54.0781465,13.3834484,odebrecht-stiftung.de,www.odebrecht-stiftung.de,Martin-Luther-Straße,17489,Greifswald,Mecklenburg-Vorpommern
1190,Klinikum Karlsburg,53.9704708,13.6100796,drguth.de,www.klinikum-karlsburg.de,Greifswalder Straße,17495,Karlsburg,Mecklenburg-Vorpommern
1191,MediClin Krankenhaus Plau am See,53.4788895,12.2834487,mediclin.de,www.mediclin.de,Quetziner Straße,19395,Plau am See,Mecklenburg-Vorpommern
1192,ELBLANDKLINIKUM Radebeul,51.108031,13.650612,elblandkliniken.de,www.elblandkliniken.de/radebeul,Heinrich-Zille-Str.,01445,Radebeul,Sachsen
1193,Universitätsklinikum Leipzig AöR,51.330238,12.3870755,uniklinik-leipzig.de,www.uniklinik-leipzig.de,Liebigstr.,04103,Leipzig,Sachsen
1194,St. Joseph-Krankenhaus Dessau,51.817703,12.1969078,alexianer.de,www.alexianer.de,Auenweg,06847,Dessau-Roßlau,Sachsen-Anhalt
1195,St. Joseph-Krankenhaus Dessau,51.817703,12.1969078,alexianer.de,www.alexianer.de,Teichstraße,06844,Dessau-Roßlau,Sachsen-Anhalt
1196,Diakoniekrankenhaus Halle,51.494253,11.958975,diakoniewerk-halle.de,www.diakoniewerk-halle.de,Mühlweg,06114,Halle (Saale),Sachsen-Anhalt
1197,Krankenhaus St. Elisabeth und St. Barbara,51.4775469,11.9681942,krankenhaus-halle-saale.de,www.krankenhaus-halle-saale.de,Mauerstraße,06110,Halle (Saale),Sachsen-Anhalt
1198,Klinikum in den Pfeifferschen Stiftungen GmbH,52.1152065,11.6678862,pfeiffersche-stiftungen.de,www.pfeiffersche-stiftungen.de,Pfeifferstraße,39114,Magdeburg,Sachsen-Anhalt
1199,Universitätsklinikum Magdeburg,52.102679,11.6152851,ovgu.de,www.med.uni-magdeburg.de,Leipziger Straße,39120,Magdeburg,Sachsen-Anhalt
1200,AMEOS Klinikum Haldensleben,52.2855412,11.3769246,ameos.eu,www.ameos.eu/standorte/ameos-ost/haldensleben/ameos-klinikum-haldensleben/,Kiefholzstraße,39340,Haldensleben,Sachsen-Anhalt
1201,Diakonie-Krankenhaus Harz GmbH,51.7721178,10.7906065,diako-harz.de,www.diako-harz.de,Brockenstraße,38875,Oberharz am Brocken OT Elbingerode,Sachsen-Anhalt
1202,AMEOS Klinikum Bernburg GmbH,51.7823822,11.7352523,ameos.de,www.klinikum-bernburg.de,Kustrenaer Straße,06406,Bernburg,Sachsen-Anhalt
1203,SALUS gGmbH Fachklinikum Uchtspringe,52.5391414,11.597177,salus-lsa.de,www.salus-lsa.de,Stadtseeallee,39576,Stendal,Sachsen-Anhalt
1204,SALUS gGmbH Fachklinikum Uchtspringe,52.5391414,11.597177,salus-lsa.de,www.salus-lsa.de,Westwall,39576,Stendal,Sachsen-Anhalt
1205,"Katholisches Krankenhaus ""St. Johann Nepomuk"" Erfurt",50.9477408,11.0850534,kkh-erfurt.de,www.kkh-erfurt.de,Haarbergstraße,99097,Erfurt,Thüringen
1206,SRH Wald-Klinikum Gera,50.8685809,12.0511131,srh.de,www.waldklinikumgera.de,Straße des Friedens,07548,Gera,Thüringen
1207,Universitätsklinikum Jena,50.8853957,11.6208646,uni-jena.de,www.uniklinikum-jena.de,Am Klinikum,07747,Jena,Thüringen
1208,Universitätsklinikum Jena,50.8853957,11.6208646,uni-jena.de,www.uniklinikum-jena.de,Bachstraße,07743,Jena,Thüringen
1209,Universitätsklinikum Jena,50.8853957,11.6208646,uni-jena.de,www.uniklinikum-jena.de,Beutnitzer Straße,07749,Jena,Thüringen
1210,Dr. Becker Burg-Klinik,50.7824358,10.1275561,dbkg.de,www.dbkg.de/kliniken/dr-becker-burg-klinik,Am Burgplatz,36466,Dermbach,Thüringen
1211,SRH Krankenhaus Waltershausen-Friedrichroda GmbH,50.8609546,10.5603936,srh.de,www.krankenhaus-waltershausen-friedrichroda.de,Reinhardsbrunner Straße,99894,Friedrichroda,Thüringen
1212,REGIOMED Klinikum Hildburghausen,50.4292246,10.7284895,regiomed-kliniken.de,www.regiomed-kliniken.de/startseite-klinikum-hildburghausen.aspx,Schleusinger Straße,98646,Hildburghausen,Thüringen
1213,Zentralklinik Bad Berka GmbH,50.890018,11.2670446,zentralklinik.de,www.zentralklinik.de,Robert-Koch-Allee,99437,Bad Berka,Thüringen
1214,Helios Klinik Blankenhain GmbH,50.8601016,11.3394497,helios-gesundheit.de,www.helios-kliniken.de/blankenhain,Wirthstraße,99444,Blankenhain,Thüringen
1215,Fachkrankenhaus für Dermatologie Schloss Friedensburg GmbH,50.5653275,11.45887,schloss-friedensburg.de,www.schloss-friedensburg.de,Schloßstraße,07338,"Leutenberg, Thüringen",Thüringen
1216,Klinik an der Weißenburg GmbH,50.731318,11.4483644,klinik-weissenburg.de,www.klinik-weissenburg.de,Weißen,07407,Uhlstädt-Kirchhasel,Thüringen
1217,ASKLEPIOS Fachklinikum Stadtroda GmbH,50.8619133,11.7265646,asklepios.com,www.asklepios.com/stadtroda,Bahnhofstraße,07646,Stadtroda,Thüringen
1218,Sternbach-Klinik Schleiz GmbH,50.5765925,11.8175753,sternbach-klinik-schleiz.de,www.sternbach-klinik-schleiz.de,Berthold-Schmidt-Straße,07907,Schleiz,Thüringen
1219,,51.123384,13.9306037,,,,,,
1220,,51.123384,13.9306037,,,,,,
1221,"Klinik für Psychiatrie, Psychotherapie und Psychosomatik im Kindes- und Jugendalter",48.006963,7.8562083,,,Hauptstraße,79104,Freiburg im Breisgau,Baden-Württemberg
1222,Caritas-Krankenhaus,49.4904813,9.7631161,,,,,,Baden-Württemberg
1223,Evangelisches Diakoniewerk Schwäbisch Hall,49.1247857,9.7422999,dasdiak.de,http://www.dasdiak.de/,Am Mutterhaus,74523,Schwäbisch Hall,Baden-Württemberg
1224,Kurklinik Mayenbad,47.9162172,9.762232,,,,,,Baden-Württemberg
1225,Ziegelfeld-Klinik,47.7590658,8.1156043,,,,,,Baden-Württemberg
1226,Rehaklinik Ob der Tauber,49.4961985,9.7882604,,,,,,Baden-Württemberg
1227,Sigel Klinik,49.203044,8.6501044,,,,,,Baden-Württemberg
1228,Sinova Klinik,47.7863565,9.623197,,,Nikolausstraße,88212,Ravensburg,Baden-Württemberg
1229,Venenklinik Blaustein,48.4143527,9.9194344,,,,,,Baden-Württemberg
1230,Reha-Klinikum,47.5611199,7.9403001,,,,,,Baden-Württemberg
1231,Vinzenzklinik,48.5887359,9.7020334,vinzenz.de,http://www.vinzenzklinik.de,,,,Baden-Württemberg
1232,St. Georg,47.7351291,8.1657674,st-georg-kliniken.de,http://www.st-georg-kliniken.de/,Kurhausplatz,79862,Höchenschwand,Baden-Württemberg
1233,Dialysezentrum Sigmaringen,48.0982819,9.2337831,dtz-gmbh.de,https://www.dtz-gmbh.de/de/standorte/sigmaringen.html,Achbergstraße,72488,Sigmaringen,Baden-Württemberg
1234,Glücksbringer,47.9730065,8.2937502,therapiehof.org,https://www.therapiehof.org,Bubenbacher Straße,,Eisenbach,Baden-Württemberg
1235,Medizinisches Versorgungszentrum,48.4449541,8.6912146,klf-web.de,https://www.klf-web.de/,Burgstall,72160,Horb am Neckar,Baden-Württemberg
1236,Geriatrische Reha-Klinik Bethel Welzheim,48.8695156,9.6322927,,,,,,Baden-Württemberg
1237,Klinik für Onkologische Rehabilitation,48.0047732,7.8331721,ukf-reha.de,https://www.ukf-reha.de/,,,,Baden-Württemberg
1238,Tattooklinik Achromatique,47.9907964,7.8521985,achromatique.de,https://achromatique.de,Marienstraße,79098,Freiburg im Breisgau,Baden-Württemberg
1239,Deutsches Rotes Kreuz Sanitätsraum,48.0480977,7.9446854,,,Rathausweg,79286,Glottertal,Baden-Württemberg
1240,Schlossklinik Bad Buchau,48.0677469,9.6109477,schlossklinik-buchau.de,https://schlossklinik-buchau.de/,Schloßplatz,88422,Bad Buchau,Baden-Württemberg
1241,Pforte,47.7639917,9.5978102,sfk-weissenau.schule.bwl.de,http://www.sfk-weissenau.de,,,,Baden-Württemberg
1242,Pflege im Generationenhaus St. Josef,48.2333034,7.713753,,,Im Bürgerzentrum,79365,Rheinhausen,Baden-Württemberg
1243,Klinik Schwabenland,47.7096632,10.0347099,klinik-schwabenland.de,https://www.klinik-schwabenland.de/,Waldburgallee,88316,Isny im Allgäu,Baden-Württemberg
1244,Augenklinik OP-Zentrum,48.971135,8.4087624,,,,,,Baden-Württemberg
1245,Urologie Praxis Schumacher/Strobel/Oumari,47.6233301,7.6754354,,,Brombacher Straße,79539,Lörrach,Baden-Württemberg
1246,Asklepios Klinik Triberg,48.1280473,8.2315536,asklepios.com,https://www.asklepios.com/triberg,,,,Baden-Württemberg
1247,Sozialpädiatrisches Zentrum,48.0027771,7.8435259,uniklinik-freiburg.de,https://www.uniklinik-freiburg.de/kinderklinik/behandlungsspektrum/sozialpaediatrisches-zentrum-spz.html,,,,Baden-Württemberg
1248,Espan Klinik,48.0166994,8.538748,espan-klinik.de,https://espan-klinik.de/,Gartenstraße,78073,Bad Dürrheim,Baden-Württemberg
1249,KINZIGDENTAL,48.2766753,8.0875609,,,Hauptstraße,77716,Haslach im Kinzigtal,Baden-Württemberg
1250,Median Klinik Wilhelmsheim,49.0074521,9.4572297,,,,,,Baden-Württemberg
1251,Franz-Alexander-Klinik,48.3998871,8.0821491,,,Im Dorf,77787,Nordrach,Baden-Württemberg
1252,Gesundheitszentrum An der Höhle,49.4811058,9.3504518,mutter-vater-kind-kur.de,https://www.mutter-vater-kind-kur.de/,Höhlenweg,74722,Buchen (Odenwald),Baden-Württemberg
1253,"Klinikum Esslingen, Psychiatrische Institutsambulanz",48.7359742,9.3321932,,,,,,Baden-Württemberg
1254,Geriatrische Rehaklinik Brackenheim,49.0742323,9.0615186,,,,,,Baden-Württemberg
1255,MVZ Hämatologie Onkologie Stuttgart,48.7765782,9.1649393,onkologie.dks-mvz.de,https://onkologie.dks-mvz.de/,Silberburgstraße,70176,Stuttgart,Baden-Württemberg
1256,Zentrum für Psychische Gesundheit Neckar-Odenwald (ZfpG),49.3559224,9.1532199,,,Knopfweg,74821,Mosbach,Baden-Württemberg
1257,Manfred-Fuchs-Klinik,49.4653336,8.4872447,umm.de,https://urologie-umm.de/manfred-fuchs-klinik-mannheim/,,,,Baden-Württemberg
1258,Berufsgenossenschaftliche Unfallklinik,48.5338518,9.035194,,,,,,Baden-Württemberg
1259,Kliniken Sindelfingen,48.7152047,9.0248459,,,Arthur-Gruber-Straße,71065,Sindelfingen,Baden-Württemberg
1260,Rehabilitationsklinik Sonnhalde,47.9487766,8.469097,rehaklinik-sonnhalde.de,https://www.rehaklinik-sonnhalde.de/,,,,Baden-Württemberg
1261,Kraichtal-Kliniken Therapiezentrum Münzesheim,49.1226705,8.7306817,kraichtal-kliniken.de,https://www.kraichtal-kliniken.de/kliniken/therapiezentrum-muenzesheim/,,,,Baden-Württemberg
1262,Zentrum für Psychiatrie Winnenden,48.8716753,9.3962975,,,,,,Baden-Württemberg
1263,Helfensteinklinik,48.6258775,9.8426299,,,,,,Baden-Württemberg
1264,Kreiskrankenhaus-Schopfheim,47.6464532,7.823227,,,Schwarzwaldstraße,79650,Schopfheim,Baden-Württemberg
1265,Kreiskrankenhaus Nagold,48.5420277,8.7224294,,,Röntgenstraße,72202,Nagold,Baden-Württemberg
1266,Klinik Öschelbronn CIMK,48.9035495,8.82459,,,,,,Baden-Württemberg
1267,Kliniken Böblingen,48.6901578,9.0323573,klinikverbund-suedwest.de,https://www.klinikverbund-suedwest.de/der-klinikverbund-suedwest/standorte-kontakt/kliniken-boeblingen/,,,,Baden-Württemberg
1268,Fürst-Stirum-Klinik,49.1321559,8.6041556,fuerst-stirum-klinik.de,http://www.fuerst-stirum-klinik.de/,Gutleutstraße,76646,Bruchsal,Baden-Württemberg
1269,Libermenta Klinik Schloss Freudental,49.0087275,9.061526,libermenta.com,https://www.libermenta.com/standorte/schloss-freudental/,Schlossplatz,74392,Freudental,Baden-Württemberg
1270,Klinik am Doniswald,48.1398243,8.4168176,doniswaldklinik.de,https://doniswaldklinik.de/,Hermann-Voland-Straße,78126,Königsfeld im Schwarzwald,Baden-Württemberg
1271,Rehabilitationseinrichtung für psychisch Kranke,48.902988,8.4991045,,,Guttmannstraße,76307,Karlsbad,Baden-Württemberg
1272,HELIOS Klinikum Pforzheim,48.8893019,8.713055,helios-kliniken.de,https://www.helios-kliniken.de/klinik/pforzheim.html,,,,Baden-Württemberg
1273,Kreiskrankenhaus Rastatt,48.8614149,8.2056677,,,Engelstraße,76437,Rastatt,Baden-Württemberg
1274,Krankenhaus Marbach,48.943233,9.2578928,,,Im Bannmüller,71672,Marbach am Neckar,Baden-Württemberg
1275,AGAPLESION Bethesda Klinik Ulm,48.4021235,10.0067409,,,,,,Baden-Württemberg
1276,Kliniken Berg,48.529916,9.0387091,,,,,,Baden-Württemberg
1277,Gesundheitszentrum Engen,47.8534493,8.7666443,,,Hewenstraße,78234,Engen,Baden-Württemberg
1278,Reha-Zentrum Schömberg,48.798561,8.6511418,reha-klinik-schwarzwald.de,https://www.reha-klinik-schwarzwald.de/klinik/schwarzwald/startseite,,,,Baden-Württemberg
1279,Haus am Rödelsberg,48.4551928,8.559499,haus-roedelsberg.de,https://unternehmensgruppe-maier.de/haeuser/haus-am-roedelsberg/,,,,Baden-Württemberg
1280,BDH-Klinik,48.09824,7.952007,,,,,,Baden-Württemberg
1281,Kreiskrankenhaus TBB Haus Ⅰ,49.6297701,9.6737019,,,Albert-Schweitzer-Straße,97941,Tauberbischofsheim,Baden-Württemberg
1282,siebenzwerge,47.7591098,9.3553601,siebenzwerge.info,https://www.siebenzwerge.info,,,,Baden-Württemberg
1283,SRH-Fachkrankenhaus für Neurologie,48.7562272,10.3358827,,,Kösinger Straße,73450,Neresheim,Baden-Württemberg
1284,Rosentrittklinik,49.2377248,9.1133685,rosentrittklinik.de,https://www.kurbadrappenau.de/kliniken/rosentrittklinik/,Salinenstraße,74906,Bad Rappenau,Baden-Württemberg
1285,Birkle Klinik,47.7658686,9.1815241,birkle-klinik.de,https://www.birkle-klinik.de,Obere Sankt-Leonhard-Straße,88662,Überlingen,Baden-Württemberg
1286,Schmerzklinik Löffelstelzen,49.5062039,9.7903386,,,,,,Baden-Württemberg
1287,Hans Carossa Klinik,47.7452887,8.4470214,,,Hauptstraße,79780,Stühlingen,Baden-Württemberg
1288,ViDia Christliche Kliniken Standort Südendstraße,48.9992211,8.3892653,vidia-kliniken.de,http://www.vidia-kliniken.de,Südendstraße,76137,Karlsruhe,Baden-Württemberg
1289,Diakoniekrankenhaus Mannheim,49.4639218,8.4708953,diako-mannheim.de,http://www.diako-mannheim.de/,Speyerer Straße,68163,Mannheim,Baden-Württemberg
1290,DRK Görwihl,47.6418822,8.0754346,,,Mühleberg,79733,Görwihl,Baden-Württemberg
1291,Zollernalb-Klinikum Balingen,48.277519,8.8575539,,,,,,Baden-Württemberg
1292,Kraichgau-Klinik,49.2408188,9.109879,kraichgau-klinik.de,https://www.kraichgau-klinik.de/,Fritz-Hagner-Promenade,74906,Bad Rappenau,Baden-Württemberg
1293,Kur- und Gesundheitszentrum Friedborn,47.5892512,7.9961969,friedborn.de,https://www.friedborn.de/,Lehnhof,79736,Rickenbach,Baden-Württemberg
1294,Hohenloher Krankenhaus Öhringen,49.2053694,9.4979375,,,,,,Baden-Württemberg
1295,Klinikum Crailsheim,49.1356986,10.0771597,,,,,,Baden-Württemberg
1296,Rehaklinik Kandertal,47.7829113,7.7267756,,,,,,Baden-Württemberg
1297,Argentalklinik 1,47.7094653,10.025604,,,,,,Baden-Württemberg
1298,CuraMed Akutklinik Allgäu,47.7051894,10.0162651,akutklinik-allgaeu.de,https://www.akutklinik-allgaeu.de/,Alpenblickweg,88316,Isny im Allgäu,Baden-Württemberg
1299,Clean.Kids,47.7575304,9.5928709,zfp-zentrum.de,https://www.zfp-web.de/fachgebiete/kinder-und-jugendpsychiatrie/weissenau/cleankids/station/,Mariatal,88214,Ravensburg,Baden-Württemberg
1300,Fachklinik Friedrichshof,49.1167736,9.4152587,friedrichshof.info,http://www.friedrichshof.info/,,,,Baden-Württemberg
1301,medius KLINIK Kirchheim,48.652367,9.4416021,kk-es.de,http://www.kk-es.de/,,,,Baden-Württemberg
1302,Krankenhaus Ludwigsburg,48.8988016,9.2037305,rkh-gesundheit.de,https://www.rkh-gesundheit.de/kliniken-zentren/unsere-kliniken/klinikum-ludwigsburg/,,,,Baden-Württemberg
1303,MediClin Reha-Zentrum,48.771068,8.3312429,reha-zentrum-gernsbach.de,http://reha-zentrum-gernsbach.de,,,,Baden-Württemberg
1304,Luise von Marillac Klinik,48.5972265,9.7917653,,,Elly-Heuss-Knapp-Weg,73337,Bad Überkingen,Baden-Württemberg
1305,Weissenstein-Klinik,47.7609784,8.1203727,weissenstein-klinik.de,https://www.weissenstein-klinik.de/,Johann-Rothmeier-Straße,79837,St. Blasien,Baden-Württemberg
1306,St. Elisabethen Krankenhaus,47.6173684,7.6650828,elikh.de,https://www.elikh.de,Feldbergstraße,79539,Lörrach,Baden-Württemberg
1307,pzm Physiotherapie Zentrum Mittelbaden,48.7658003,8.2542098,,,Lilienmattstraße,76530,Baden-Baden,Baden-Württemberg
1308,Gesundheitszentrum Bad Sebastiansweiler,48.402521,9.0127677,,,Hechinger Straße,72116,Mössingen,Baden-Württemberg
1309,Buchinger Wilhelmi - Fachklinik für Heilfasten,47.7709436,9.14544,,,Wilhelm-Beck-Straße,88662,Überlingen,Baden-Württemberg
1310,DRV Reha-Klinik Taubertal,49.4995248,9.7803328,,,Ketterberg,97980,Bad Mergentheim,Baden-Württemberg
1311,Klinik Schloss Waldleiningen,49.5669676,9.1170645,schloss-waldleiningen.de,https://schloss-waldleiningen.de/,,,,Baden-Württemberg
1312,ACURA Kliniken Albstadt GmbH,48.2371761,9.0342015,,,Robert-Koch-Straße,72461,Albstadt,Baden-Württemberg
1313,Rehaklinik Überruh,47.6811828,10.1101691,rehaklinik-ueberruh.de,https://www.rehaklinik-ueberruh.de/,,88316,Isny im Allgäu,Baden-Württemberg
1314,Rechbergklinik,49.0337226,8.6972466,rechbergklinik.de,http://www.rechbergklinik.de/,Virchowstraße,75015,Bretten,Baden-Württemberg
1315,Ortenau Klinikum Wolfach,48.3031055,8.222656,,,,,,Baden-Württemberg
1316,Parkinson-Klinik Wolfach,48.293281,8.217179,,,Kreuzbergstraße,77709,Wolfach,Baden-Württemberg
1317,Marienhospital,48.7602668,9.1633591,marienhospital-stuttgart.de,https://www.marienhospital-stuttgart.de/,,,,Baden-Württemberg
1318,"Kraichtal-Kliniken, Haus Kraichtalblick",49.1083702,8.7092829,,,Sternackerstraße,76703,Kraichtal,Baden-Württemberg
1319,Földi Klinik,47.9115589,8.1010269,foeldiklinik.de,https://www.foeldiklinik.de,,,,Baden-Württemberg
1320,MEDICLIN Herzzentrum Lahr,48.3397909,7.8905512,herzzentrum-lahr.de,https://www.herzzentrum-lahr.de/,,,,Baden-Württemberg
1321,Ortenau Klinikum Lahr-Ettenheim,48.3437239,7.8866992,,,,,,Baden-Württemberg
